unique_join_code	Eth_Language Status
wsr	6
wss	5
wsu	9
wsv	10
wtf	6
wth	10
wti	3
wtk	5
wtm	5
wtw	6.5
wua	8
wub	8.5
wud	6
wuh	7
wul	5
wum	6
wun	6
wur	10
wut	6
wuu	5
wuu-sha	7.7
wuv	5
wux	8.5
wuy	7
wwa	5
wwb	10
wwo	6.5
wwr	10
www	6.5
wxa	6.5
wxw	10
wya	9
wyb	8.5
wyi	10
wym	8.5
wyr	8
wyy	6
x-fc	7.7
xaa	7.7
xab	8.5
xac	6.5
xad	7.7
xae	7.7
xag	7.7
xai	9
xal	6.5
xam	10
xan	4
xao	6
xap	7.7
xaq	7.7
xar	10
xas	10
xat	8.5
xau	6
xav	4
xaw	8.5
xay	6
xba	9
xbb	7.7
xbc	7.7
xbd	10
xbe	10
xbg	10
xbi	7
xbj	10
xbm	7.7
xbn	7.7
xbo	7.7
xbp	10
xbr	5
xbw	9
xbx	10
xby	8.5
xcb	7.7
xcc	7.7
xce	7.7
xcg	7.7
xch	7.7
xcl	7.7
xcm	7.7
xcn	7.7
xco	7.7
xcr	7.7
xct	7.7
xcu	7.7
xcv	7.7
xcw	7.7
xcy	7.7
xda	8.5
xdc	7.7
xdk	10
xdm	7.7
xdy	6
xeb	7.7
xed	5
xeg	10
xel	8.5
xem	6
xep	7.7
xer	5
xes	6
xet	9
xeu	6
xfa	7.7
xga	7.7
xgb	7.7
xgd	10
xgf	7.7
xgg	10
xgi	10
xgl	7.7
xgm	10
xgr	7.7
xgu	9
xgw	10
xha	7.7
xhc	7.7
xhd	7.7
xhe	6
xho	1
xhr	7.7
xht	7.7
xhu	7.7
xhv	6
xib	7.7
xii	8.5
xil	7.7
xin	10
xip	10
xir	9
xiv	7.7
xiy	8.5
xjb	10
xjt	10
xka	6
xkb	6
xkc	7
xkd	6
xke	6.5
xkf	6
xkg	6.5
xkh	8.5
xki	5
xkj	7
xkk	6.5
xkl	6.5
xkn	6
xko	6
xkp	7
xkq	7
xkr	9
xks	6
xkt	6.5
xku	6
xkv	6
xkw	8.5
xkx	6.5
xky	6.5
xkz	6
xla	5
xlb	7.7
xlc	7.7
xld	7.7
xle	7.7
xlg	7.7
xli	7.7
xln	7.7
xlo	7.7
xlp	7.7
xls	7.7
xlu	7.7
xly	7.7
xma	6
xmb	6
xmc	6
xmd	6
xme	7.7
xmf	6
xmg	6
xmh	8
xmj	6.5
xmk	7.7
xml	5
xmm	3
xmn	7.7
xmo	6.5
xmp	10
xmq	10
xmr	7.7
xms	6
xmt	6.5
xmu	10
xmv	6
xmw	6
xmx	6.5
xmy	10
xmz	6.5
xna	7.7
xnb	8.5
xng	7.7
xnh	6
xni	8.5
xnk	10
xnn	5
xno	7.7
xnr	6
xns	6
xnt	9
xnu	10
xny	8.5
xnz	7
xoc	10
xod	6.5
xog	4
xoi	6
xok	7
xom	6
xon	5
xoo	9
xop	6
xor	8.5
xow	8.5
xpa	10
xpc	7.7
xpe	5
xpg	7.7
xpi	7.7
xpj	10
xpk	8.5
xpm	7.7
xpn	9
xpo	7.7
xpp	7.7
xpq	9
xpr	7.7
xps	7.7
xpt	10
xpu	7.7
xpy	7.7
xqa	7.7
xqt	7.7
xra	6
xrb	5
xrd	10
xre	10
xrg	10
xri	6
xrm	7.7
xrn	7.7
xrq	10
xrr	7.7
xrt	7.7
xru	8.5
xrw	8.5
xsa	7.7
xsa-him	7.7
xsb	4
xsc	7.7
xsd	7.7
xse	6
xsh	6
xsi	5
xsj	6.5
xsl	7
xsm	5
xsn	6
xso	7.7
xsp	6.5
xsq	6
xsr	5
xss	7.7
xsu	5
xsv	7.7
xsy	6.5
xta	6
xtb	7
xtc	5
xtd	6.5
xte	5
xtg	7.7
xth	9
xti	6
xtj	6
xtl	6
xtm	5
xtn	5
xto	7.7
xtp	8
xtq	7.7
xtr	7.7
xts	8.5
xtt	6.5
xtu	6.5
xtv	10
xtw	8
xty	6.5
xtz	7.7
xua	6
xub	5
xud	9
xug	7
xuj	5
xul	10
xum	7.7
xun	10
xuo	5
xup	7.7
xur	7.7
xut	10
xuu	5
xve	7.7
xvi	6
xvn	7.7
xvo	7.7
xvs	7.7
xwa	8.5
xwc	7.7
xwd	8.5
xwe	6
xwg	6.5
xwj	10
xwk	8
xwl	6
xwo	7.7
xwr	6
xwt	10
xww	10
xxb	7.7
xxe-05k	7.7
xxe-062	7.7
xxe-081	7.7
xxe-088	7.7
xxe-08a	7.7
xxe-08c	7.7
xxe-08d	7.7
xxe-08e	7.7
xxe-08f	7.7
xxe-08h	7.7
xxe-08k	7.7
xxe-08l	7.7
xxe-08o	7.7
xxe-08q	7.7
xxe-08r	7.7
xxe-08s	7.7
xxe-08t	7.7
xxe-08u	7.7
xxe-08x	7.7
xxe-08y	7.7
xxe-08z	7.7
xxe-09i	7.7
xxe-09x	7.7
xxe-0g1	7.7
xxe-0g5	7.7
xxe-0g7	7.7
xxe-0gj	7.7
xxe-0gm	7.7
xxe-0gn	7.7
xxe-0gq	7.7
xxe-0gr	7.7
xxe-0gv	7.7
xxe-0gx	7.7
xxe-0gz	7.7
xxe-0h1	7.7
xxe-0h2	7.7
xxe-0h3	7.7
xxe-0h4	7.7
xxe-0h5	7.7
xxe-0he	7.7
xxe-0hf	7.7
xxe-0hg	7.7
xxe-0hh	7.7
xxe-0hk	7.7
xxe-0hl	7.7
xxe-0hm	7.7
xxe-0hn	7.7
xxe-0ho	7.7
xxe-0hp	7.7
xxe-0hq	7.7
xxe-0hr	7.7
xxe-0hv	7.7
xxe-0hw	7.7
xxe-0hx	7.7
xxe-0hy	7.7
xxe-0ii	7.7
xxe-0o8	7.7
xxe-0qb	7.7
xxe-0qk	7.7
xxe-0ql	7.7
xxe-0sc	7.7
xxe-0tz	7.7
xxe-0u8	7.7
xxe-0ug	7.7
xxe-0uq	7.7
xxe-0uz	7.7
xxe-0vd	7.7
xxe-0vf	7.7
xxe-0vx	7.7
xxe-0we	7.7
xxe-0wf	7.7
xxe-0xf	7.7
xxe-0xn	7.7
xxe-0xq	7.7
xxe-0xs	7.7
xxe-0y2	7.7
xxe-0zn	7.7
xxe-1a3	7.7
xxe-1a4	7.7
xxe-1at	7.7
xxe-1ec	7.7
xxe-1ek	7.7
xxe-1eu	7.7
xxe-1fn	7.7
xxe-1h9	7.7
xxe-1hl	7.7
xxe-1hn	7.7
xxe-1ho	7.7
xxe-1hp	7.7
xxe-1hq	7.7
xxe-1hr	7.7
xxe-1hs	7.7
xxe-1ht	7.7
xxe-1hu	7.7
xxe-1hv	7.7
xxe-1hw	7.7
xxe-1hx	7.7
xxe-1hy	7.7
xxe-1i0	7.7
xxe-1i1	7.7
xxe-1i2	7.7
xxe-1i3	7.7
xxe-1i4	7.7
xxe-1i5	7.7
xxe-1i6	7.7
xxe-1i7	7.7
xxe-1i9	7.7
xxe-1id	7.7
xxe-1ih	7.7
xxe-1il	7.7
xxe-1im	7.7
xxe-1io	7.7
xxe-1iq-mpa	7.7
xxe-1is	7.7
xxe-1it	7.7
xxe-1iu	7.7
xxe-1ix	7.7
xxe-1iy	7.7
xxe-1iz	7.7
xxe-1j0	7.7
xxe-1j1	7.7
xxe-1j2	7.7
xxe-1j3	7.7
xxe-1j4	7.7
xxe-1j5	7.7
xxe-1j6	7.7
xxe-1j7	7.7
xxe-1j8	7.7
xxe-1j9	7.7
xxe-1ja	7.7
xxe-1jb	7.7
xxe-1jc	7.7
xxe-1jd	7.7
xxe-1je	7.7
xxe-1jf	7.7
xxe-1jg	7.7
xxe-1jh	7.7
xxe-1ji	7.7
xxe-1jj	7.7
xxe-1jk	7.7
xxe-1jl	7.7
xxe-1jm	7.7
xxe-1jn	7.7
xxe-1jo	7.7
xxe-1jp	7.7
xxe-1jq	7.7
xxe-1jr	7.7
xxe-1js	7.7
xxe-1jt	7.7
xxe-1ju	7.7
xxe-1jv	7.7
xxe-1jw	7.7
xxe-1jx	7.7
xxe-1jy	7.7
xxe-1jz	7.7
xxe-1ka	7.7
xxe-1kb	7.7
xxe-1kc	7.7
xxe-1kd	7.7
xxe-1ke	7.7
xxe-1kf	7.7
xxe-1kg	7.7
xxe-1kh	7.7
xxe-1ki	7.7
xxe-1kp	7.7
xxe-1kq	7.7
xxe-1kr	7.7
xxe-1ks	7.7
xxe-1kt	7.7
xxe-1ku	7.7
xxe-1kv	7.7
xxe-1kw	7.7
xxe-1kx	7.7
xxe-1ky	7.7
xxe-1kz	7.7
xxe-1l1	7.7
xxe-1l2	7.7
xxe-1l3	7.7
xxe-1l4	7.7
xxe-1la	7.7
xxe-1lh	7.7
xxe-1li	7.7
xxe-1lj	7.7
xxe-1mm	7.7
xxe-1nl	7.7
xxe-1no	7.7
xxe-1np	7.7
xxe-1nq	7.7
xxe-1nr	7.7
xxe-1ns	7.7
xxe-1nt	7.7
xxe-1nu	7.7
xxe-1od	7.7
xxe-1of	7.7
xxe-1og	7.7
xxe-1ok	7.7
xxe-1oo	7.7
xxe-1op	7.7
xxe-1or	7.7
xxe-1ot	7.7
xxe-1qa	7.7
xxe-1vi	7.7
xxe-8uu	7.7
xxe-adi-ash	7.7
xxe-adi-bok	7.7
xxe-adi-bor	7.7
xxe-adi-kar	7.7
xxe-adi-mil	7.7
xxe-adi-min	7.7
xxe-adi-pad	7.7
xxe-adi-pai	7.7
xxe-adi-ram	7.7
xxe-adi-shi	7.7
xxe-adi-tan	7.7
xxe-afu-efu	7.7
xxe-ahg-hwa	7.7
xxe-bcq-mer	7.7
xxe-bcq-she	7.7
xxe-bfm-fun	7.7
xxe-bfz-bag	7.7
xxe-bhd-bha	7.7
xxe-bjd	7.7
xxe-bsh-kom	7.7
xxe-bsn-tai	7.7
xxe-bzr-bar	7.7
xxe-cat-alg	7.7
xxe-cfm-cho	7.7
xxe-clw-mid	7.7
xxe-crk-pla	7.7
xxe-cti	7.7
xxe-dap-tag	7.7
xxe-dbl-gir	7.7
xxe-dih-tip	7.7
xxe-djb-man	7.7
xxe-djd-nga	7.7
xxe-djl	7.7
xxe-dlc	7.7
xxe-drh	7.7
xxe-duj-lil	7.7
xxe-duj-liy	7.7
xxe-fra-dge	7.7
xxe-fra-gal	7.7
xxe-fra-jer	7.7
xxe-fra-nor	7.7
xxe-fra-poi	7.7
xxe-gbc	7.7
xxe-gbc-wan	7.7
xxe-gbm-ban	7.7
xxe-ggr	7.7
xxe-gio	7.7
xxe-gvo-zor	7.7
xxe-hnu-pho	7.7
xxe-hnu-tou	7.7
xxe-hru-lev	7.7
xxe-hrv-bur	7.7
xxe-hsf	7.7
xxe-ibe-iko	7.7
xxe-ilg-gar	7.7
xxe-iow-oto	7.7
xxe-ixi	7.7
xxe-jaa-jar	7.7
xxe-jaa-kit	7.7
xxe-jid-buu	7.7
xxe-jqr-cau	7.7
xxe-kcx-gan	7.7
xxe-kdq-ban	7.7
xxe-kdv	7.7
xxe-kjh-fyk	7.7
xxe-knm-tsh	7.7
xxe-knp-nyj	7.7
xxe-koe-baa	7.7
xxe-koe-bal	7.7
xxe-kpj-jav	7.7
xxe-kpj-xam	7.7
xxe-kpv-yaz	7.7
xxe-krnc	7.7
xxe-kuf-dak	7.7
xxe-kuf-tri	7.7
xxe-kzh-kun	7.7
xxe-law-amp	7.7
xxe-lbo-juk	7.7
xxe-lig-hwe	7.7
xxe-lwl-pha	7.7
xxe-mae-ruk	7.7
xxe-mcu-lan	7.7
xxe-meg	7.7
xxe-mjg-huz	7.7
xxe-mky-eas	7.7
xxe-mnt	7.7
xxe-mwd	7.7
xxe-mya-yaw	7.7
xxe-mym-bod	7.7
xxe-nam-nan	7.7
xxe-nbj-bil	7.7
xxe-nbx	7.7
xxe-ncb-kat	7.7
xxe-ncb-nan	7.7
xxe-nik-mil	7.7
xxe-njo-cho	7.7
xxe-nli-zem	7.7
xxe-nlr	7.7
xxe-nm0	7.7
xxe-nmm-gya	7.7
xxe-nog-tat	7.7
xxe-noo	7.7
xxe-oci-auv	7.7
xxe-oci-gsc	7.7
xxe-oci-lnc	7.7
xxe-oci-prv	7.7
xxe-pah-dia	7.7
xxe-pah-ten	7.7
xxe-pgy	7.7
xxe-poa	7.7
xxe-ppr	7.7
xxe-ptp-den	7.7
xxe-qa6	7.7
xxe-qb8	7.7
xxe-qc1	7.7
xxe-qda	7.7
xxe-qe3	7.7
xxe-qfe	7.7
xxe-qgu	7.7
xxe-qhk	7.7
xxe-qhq	7.7
xxe-qoi	7.7
xxe-qoy	7.7
xxe-qqv	7.7
xxe-qs4	7.7
xxe-qt8	7.7
xxe-qux-apu	7.7
xxe-qux-cho	7.7
xxe-qux-lar	7.7
xxe-qux-lin	7.7
xxe-qux-mad	7.7
xxe-rad-bih	7.7
xxe-ras-teg	7.7
xxe-rif-ben	7.7
xxe-sap-ang	7.7
xxe-sca	7.7
xxe-scb-may	7.7
xxe-scb-ruc	7.7
xxe-sco-smi	7.7
xxe-scs-bea	7.7
xxe-scs-har	7.7
xxe-sgh-bar	7.7
xxe-sgh-khu	7.7
xxe-sgh-oro	7.7
xxe-sgh-rus	7.7
xxe-sgy-zeb	7.7
xxe-sie-mwe	7.7
xxe-sis-low	7.7
xxe-sorb	7.7
xxe-sum	7.7
xxe-suy-bdp	7.7
xxe-suz-sur	7.7
xxe-swh-mwi	7.7
xxe-tat-bar	7.7
xxe-tew-tan	7.7
xxe-tey-kam	7.7
xxe-thm-pho	7.7
xxe-tie	7.7
xxe-tkk	7.7
xxe-tsi-sou	7.7
xxe-twf-pic	7.7
xxe-tzb	7.7
xxe-tzc	7.7
xxe-unp	7.7
xxe-unr-bhu	7.7
xxe-waw-kat	7.7
xxe-wbh-sic	7.7
xxe-wit	7.7
xxe-wiw	7.7
xxe-wkw-duu	7.7
xxe-wmb-bin	7.7
xxe-wmb-gud	7.7
xxe-wmt-dju	7.7
xxe-wti-fad	7.7
xxe-xia	7.7
xxe-yiy	7.7
xxe-yma	7.7
xxe-yrk-for	7.7
xxe-yrk-tun	7.7
xxi-bt	7.7
xxi-mo	7.7
xxi-qz	7.7
xxi-surzh	7.7
xxk	6
xxm	7.7
xxo-art-folkspraak	7.7
xxo-art-il	7.7
xxo-art-malachim	7.7
xxo-art-slovio	7.7
xxo-art-solresol	7.7
xxo-art-theban	7.7
xxo-bag	7.7
xxo-ex-anglosaxon	7.7
xxo-ex-canaanite	7.7
xxo-ex-cypriot	7.7
xxo-ex-luwian	7.7
xxo-ex-oldeng	7.7
xxo-extinct-abenaki	7.7
xxr	10
xxt	7.7
xxx-abt-x-maprik	7.7
xxx-abt-x-wosera	7.7
xxx-am-Latn	7.7
xxx-aoj-x-filifita	7.7
xxx-ar-Latn-x-chat	7.7
xxx-azj-Cyrl	7.7
xxx-bal-Latn	7.7
xxx-be-Latn	7.7
xxx-be-tarask	7.7
xxx-bg-Latn	7.7
xxx-bh	7.7
xxx-bn-Latn	7.7
xxx-bo-Latn	7.7
xxx-bs-Cyrl	7.7
xxx-byr-x-waga	7.7
xxx-ca-valencia	7.7
xxx-cax-x-ilv	7.7
xxx-chr-Latn	7.7
xxx-cmn-Latn	7.7
xxx-coo-x-kla	7.7
xxx-coo-x-sli	7.7
xxx-cr-Latn	7.7
xxx-crk-Latn	7.7
xxx-crn-x-presidio	7.7
xxx-csw-Latn	7.7
xxx-daf-x-east	7.7
xxx-daf-x-west	7.7
xxx-de-AT	7.7
xxx-de-CH	7.7
xxx-de-DE	7.7
xxx-el-Latn	7.7
xxx-el-Latn-x-chat	7.7
xxx-eml	7.7
xxx-en-AU	7.7
xxx-en-BW	7.7
xxx-en-CA	7.7
xxx-en-GB	7.7
xxx-en-HK	7.7
xxx-en-IE	7.7
xxx-en-IN	7.7
xxx-en-JM	7.7
xxx-en-KE	7.7
xxx-en-NG	7.7
xxx-en-NZ	7.7
xxx-en-PH	7.7
xxx-en-SG	7.7
xxx-en-simp	7.7
xxx-en-TT	7.7
xxx-en-US	7.7
xxx-en-ZA	7.7
xxx-es-x-cant	7.7
xxx-fr-CA	7.7
xxx-fr-FR	7.7
xxx-fr-x-jer	7.7
xxx-fr-x-nor	7.7
xxx-frr-x-fer	7.7
xxx-frr-x-moo	7.7
xxx-ga-x-slais	7.7
xxx-ga-x-uncial	7.7
xxx-he-Latn	7.7
xxx-hi-Latn	7.7
xxx-hr-Glag	7.7
xxx-hur-x-cow	7.7
xxx-hur-x-upr	7.7
xxx-hy-Latn	7.7
xxx-hy-x-ear	7.7
xxx-iu-Latn	7.7
xxx-ja-Latn	7.7
xxx-jv-x-bms	7.7
xxx-ka-Latn	7.7
xxx-kaa-Cyrl	7.7
xxx-kk-Latn	7.7
xxx-knv-x-ara	7.7
xxx-knv-x-fly	7.7
xxx-kw-kkcor	7.7
xxx-kw-uccor	7.7
xxx-kw-x-mod	7.7
xxx-ky-Latn	7.7
xxx-lif-Limb	7.7
xxx-lil-x-fou	7.7
xxx-lil-x-mou	7.7
xxx-lld-x-bad	7.7
xxx-lld-x-fas	7.7
xxx-lld-x-gar	7.7
xxx-map-bms	7.7
xxx-mk-Latn	7.7
xxx-mn-Latn	7.7
xxx-nds-NL	7.7
xxx-ne-Latn	7.7
xxx-noo-x-barkley	7.7
xxx-noo-x-eha-nuc	7.7
xxx-noo-x-nitinaht	7.7
xxx-noo-x-she	7.7
xxx-oj-Cans	7.7
xxx-os-x-dig	7.7
xxx-pap-CW	7.7
xxx-pes-Latn	7.7
xxx-pi-Latn	7.7
xxx-pt-AO	7.7
xxx-pt-BR	7.7
xxx-pt-CV	7.7
xxx-pt-GW	7.7
xxx-pt-MZ	7.7
xxx-pt-PT	7.7
xxx-pt-ST	7.7
xxx-pt-TL	7.7
xxx-roa-tara	7.7
xxx-ru-Latn	7.7
xxx-scn-x-tara	7.7
xxx-sco-ulster	7.7
xxx-sco-x-scotland	7.7
xxx-scs-Cans	7.7
xxx-sr-Latn	7.7
xxx-ti-Latn	7.7
xxx-tuo-BR	7.7
xxx-tuo-CO	7.7
xxx-tzj-x-eastern	7.7
xxx-tzm-Tfng	7.7
xxx-uk-Latn	7.7
xxx-ur-Latn	7.7
xxx-uz-Latn	7.7
xxx-yi-Latn	7.7
xxx-zh-Hant	7.7
xxx-zh-Latn	7.7
xya	10
xyb	10
xyj	10
xyk	10
xyl	7.7
xyt	10
xyy	9
xyz	7.7
xzh	7.7
xzm	7.7
xzp	7.7
yaa	5
yab	5
yac	5
yad	6.5
yae	6
yaf	6
yag	8.5
yah	6.5
yai	6.5
yaj	6
yak	8.5
yal	5
yam	5
yan	2
yao	5
yap	2
yaq	5
yar	8
yas	5
yat	5
yau	6
yav	6
yaw	8.5
yax	6
yay	5
yaz	5
yba	5
ybb	5
ybe	8
ybh	6.5
ybi	6.5
ybj	6
ybk	6
ybl	3
ybm	6
ybn	9
ybo	6
ybx	6.5
yby	5
ych	7
ycl	6
ycn	5
ycp	7
yda	8.5
ydd	4
yde	6.5
ydg	6.5
ydk	6
yds	6
yea	5
yec	6
yee	6.5
yei	10
yej	8.5
yel	7.7
yer	7.7
yes	7.7
yet	7.7
yeu	7.7
yev	7.7
yey	7.7
yga	7.7
ygi	7.7
ygl	7.7
ygm	7.7
ygp	7.7
ygr	7.7
ygu	7.7
ygw	7.7
yha	7.7
yhd	7.7
yhl	7.7
yia	7.7
yid	7.7
yif	7.7
yig	7.7
yih	7.7
yii	7.7
yij	7.7
yik	7.7
yil	7.7
yim	7.7
yin	7.7
yip	7.7
yiq	7.7
yir	7.7
yis	7.7
yit	7.7
yiu	7.7
yiv	7.7
yix	7.7
yiz	7.7
yka	7.7
ykg	7.7
yki	7.7
ykk	7.7
ykl	7.7
ykm	7.7
ykn	7.7
yko	7.7
ykr	7.7
ykt	7.7
yku	7.7
yky	7.7
yla	7.7
ylb	7.7
yle	7.7
ylg	7.7
yli	7.7
yll	7.7
ylm	7.7
yln	7.7
ylo	7.7
ylr	7.7
ylu	7.7
yly	7.7
ymb	7.7
ymc	7.7
ymd	7.7
yme	7.7
ymg	7.7
ymh	7.7
ymi	7.7
ymk	7.7
yml	7.7
ymm	7.7
ymn	7.7
ymo	7.7
ymp	7.7
ymq	7.7
ymr	7.7
yms	7.7
ymt	7.7
ymx	7.7
ymz	7.7
yna	7.7
ynd	7.7
yne	7.7
yng	7.7
ynh	7.7
ynk	7.7
ynl	7.7
ynn	7.7
yno	7.7
ynq	7.7
yns	7.7
ynu	7.7
yob	7.7
yog	7.7
yoi	7.7
yok	7.7
yol	7.7
yom	7.7
yon	7.7
yor	7.7
yot	7.7
yox	7.7
yoy	7.7
ypa	7.7
ypb	7.7
ypg	7.7
yph	7.7
ypm	7.7
ypn	7.7
ypo	7.7
ypp	7.7
ypz	7.7
yra	7.7
yrb	7.7
yre	7.7
yri	7.7
yrk	7.7
yrl	7.7
yrm	7.7
yrn	6.5
yrs	8
yrw	8
yry	8.5
ysc	7.7
ysd	8
ysg	6
ysl	6
ysn	6
yso	6
ysp	6
ysr	10
yss	5
ysy	8
yta	6.5
ytl	6.5
ytp	6.5
ytw	6
yty	9
yua	5
yub	10
yuc	8.5
yud	7
yue	2
yuf	6.5
yug	7.7
yui	5
yuj	5
yuk	9
yul	6
yum	7
yun	6
yup	6.5
yuq	7
yur	8.5
yut	5
yuu	8.5
yuw	5
yux	8.5
yuy	8
yuz	6.5
yva	5
yvt	8.5
ywa	6
ywg	8.5
ywl	6.5
ywn	6
ywq	5
ywr	8.5
ywt	6.5
ywu	6.5
yww	10
yxa	10
yxg	10
yxl	8.5
yxm	9
yxu	9
yxy	10
yyr	7.7
yyu	6.5
yyz	8.5
yzg	8
yzk	6.5
zaa	6
zab	5
zac	6
zad	5
zae	6
zaf	6.5
zag	6
zah	6.5
zai	5
zaj	8
zak	6
zal	6.5
zam	6.5
zao	5
zap	7.7
zaq	6
zar	5
zas	5
zat	6
zau	6
zav	5
zaw	5
zax	7
zay	5
zaz	9
zbc	5
zbe	6.5
zbl	7.7
zbt	7
zbw	6.5
zca	6
zch	6
zdj	5
zea	5
zeg	6
zeh	6
zen	8
zga	6
zgb	6
zgh	1
zgm	6
zgn	6
zgr	8.5
zha	7.7
zhb	6.5
zhd	6.5
zhi	6
zhn	3
zho	1
zhw	6.5
zia	5
zib	6
zik	5
zil	6
zim	5
zin	6.5
zir	9
ziw	6
ziz	6
zka	6.5
zkb	7.7
zkd	6.5
zkg	7.7
zkh	7.7
zkk	7.7
zkn	6
zko	7.7
zkp	10
zkr	7
zkt	7.7
zku	7.7
zkv	7.7
zkz	7.7
zlj	6
zlm	3
zln	6
zlq	6
zma	8.5
zmb	6
zmc	10
zmd	8.5
zme	10
zmf	6
zmg	8.5
zmh	10
zmi	6.5
zmj	8.5
zmk	10
zml	8.5
zmm	8.5
zmn	6
zmo	8.5
zmp	6
zmq	6
zmr	8.5
zms	6
zmt	8.5
zmu	10
zmv	10
zmw	6
zmx	6.5
zmy	8.5
zmz	5
zna	6
zne	5
zng	6.5
znk	10
zns	6.5
zoc	6
zoh	6.5
zom	5
zoo	8.5
zoq	8
zor	7
zos	6
zpa	6.5
zpb	7
zpc	8
zpd	6.5
zpe	6.5
zpf	5
zpg	5
zph	7
zpi	5
zpj	6
zpk	8
zpl	5
zpm	5
zpn	6
zpo	5
zpp	6.5
zpq	5
zpr	6.5
zps	7
zpt	6
zpu	5
zpv	7
zpw	6.5
zpx	6.5
zpy	6
zpz	5
zqe	6
zra	7.7
zrg	6
zrn	6.5
zro	8.5
zrp	10
zrs	5
zsa	6
zsk	7.7
zsl	4
zsm	1
zsr	5
zsu	6
zte	7
ztg	6
ztl	6
ztm	8.5
ztn	6.5
ztp	6
ztq	5
zts	6
ztt	8
ztu	6
ztx	7
zty	5
zua	7
zuh	5
zul	1
zum	8
zun	6.5
zuy	8.5
zwa	6.5
zxx	7.7
zyb	6
zyg	6
zyj	6
zyn	6
zyp	5
zza	7.7
zzj	6
