ISO Code	Language Name	Population Size	Vitality	Digital Support
sqh	Shau	None	Extinct	Still
sqk	Albanian Sign Language	Less than 10K	Stable	Emerging
sqm	Suma	10K to 1M	Stable	Emerging
sqn	Susquehannock	None	Extinct	Still
sqo	Sorkhei	10K to 1M	Stable	Still
sqq	Sou	Less than 10K	Endangered	Still
sqs	Sri Lankan Sign Language	10K to 1M	Stable	Emerging
sqt	Soqotri	10K to 1M	Endangered	Emerging
squ	Squamish	None	Endangered	Emerging
sqx	Kufr Qassem Sign Language	None	Stable	Still
sra	Saruga	Less than 10K	Endangered	Still
srb	Sora	10K to 1M	Stable	Emerging
src	Sardinian, Logudorese	10K to 1M	Endangered	Still
sre	Bakati’, Sara	Less than 10K	Endangered	Still
srf	Nafi	Less than 10K	Endangered	Still
srg	Sulod	Less than 10K	Endangered	Still
srh	Sarikoli	10K to 1M	Endangered	Emerging
sri	Siriano	Less than 10K	Endangered	Emerging
srk	Murut, Serudung	Less than 10K	Endangered	Still
srl	Isirawa	Less than 10K	Endangered	Still
srm	Saramaccan	10K to 1M	Stable	Ascending
srn	Sranan Tongo	10K to 1M	Institutional	Ascending
sro	Sardinian, Campidanese	10K to 1M	Endangered	Vital
srp	Serbian	1M to 1B	Institutional	Thriving
srq	Sirionó	Less than 10K	Endangered	Ascending
srr	Serer-Sine	1M to 1B	Stable	Ascending
srs	Tsúut’ínà	Less than 10K	Endangered	Emerging
srt	Sauri	Less than 10K	Endangered	Still
sru	Suruí	Less than 10K	Stable	Still
srv	Sorsoganon, Southern	10K to 1M	Stable	Emerging
srw	Serua	None	Extinct	Still
srx	Sirmauri	10K to 1M	Stable	Ascending
sry	Sera	Less than 10K	Endangered	Still
srz	Shahmirzadi	None	Stable	Still
ssb	Southern Sama	10K to 1M	Institutional	Emerging
ssc	Suba-Simbiti	10K to 1M	Stable	Ascending
ssd	Siroi	Less than 10K	Stable	Emerging
sse	Balangingih Sama	10K to 1M	Stable	Emerging
ssf	Thao	None	Endangered	Emerging
ssg	Seimat	Less than 10K	Institutional	Emerging
ssh	Arabic, Shihhi	10K to 1M	Stable	Emerging
ssi	Sansi	10K to 1M	Endangered	Still
ssj	Wia	Less than 10K	Endangered	Still
ssk	Sunam	Less than 10K	Endangered	Still
ssl	Sisaala, Western	10K to 1M	Stable	Emerging
ssm	Semnam	Less than 10K	Endangered	Still
ssn	Waata	10K to 1M	Stable	Emerging
sso	Essono	Less than 10K	Endangered	Still
ssp	Spanish Sign Language	10K to 1M	Endangered	Emerging
ssq	So’a	10K to 1M	Stable	Still
ssr	Swiss-French Sign Language	Less than 10K	Stable	Still
sss	So	10K to 1M	Stable	Still
sst	Sinasina	10K to 1M	Endangered	Still
ssu	Susuami	None	Endangered	Still
ssv	Ngen	Less than 10K	Endangered	Still
ssw	Swati	1M to 1B	Institutional	Vital
ssx	Samberigi	Less than 10K	Stable	Emerging
ssy	Saho	10K to 1M	Institutional	Ascending
ssz	Sengseng	Less than 10K	Endangered	Emerging
sta	Settla	None	Endangered	Emerging
stb	Subanen, Northern	10K to 1M	Stable	Ascending
std	Sentinel	Less than 10K	Stable	Still
ste	Liana-Seti	Less than 10K	Endangered	Still
stf	Seta	Less than 10K	Endangered	Still
stg	Trieng	10K to 1M	Stable	Still
sth	Shelta	10K to 1M	Stable	Still
sti	Bulo Stieng	10K to 1M	Stable	Still
stj	Matya Samo	10K to 1M	Stable	Still
stk	Aramba	Less than 10K	Institutional	Emerging
stl	Stellingwerfs	Less than 10K	Stable	Emerging
stm	Setaman	Less than 10K	Stable	Still
stn	Owa	Less than 10K	Stable	Emerging
sto	Stoney	Less than 10K	Endangered	Ascending
stp	Southeastern Tepehuan	10K to 1M	Stable	Ascending
stq	Saterfriesisch	Less than 10K	Endangered	Ascending
str	Northern Straits Salish	Less than 10K	Endangered	Emerging
sts	Shumashti	Less than 10K	Stable	Still
stt	Stieng, Budeh	10K to 1M	Stable	Still
stu	Samtao	10K to 1M	Stable	Still
stv	Silt’e	10K to 1M	Institutional	Ascending
stw	Satawalese	Less than 10K	Stable	Emerging
sty	Siberian Tatar	10K to 1M	Stable	Ascending
sua	Sulka	Less than 10K	Endangered	Emerging
sub	Suku	10K to 1M	Stable	Still
suc	Western Subanon	10K to 1M	Endangered	Ascending
sue	Suena	Less than 10K	Stable	Emerging
sug	Suganga	Less than 10K	Endangered	Still
sui	Suki	Less than 10K	Stable	Still
suj	Shubi	10K to 1M	Stable	Emerging
suk	Sukuma	1M to 1B	Stable	Ascending
sun	Sunda	1M to 1B	Stable	Vital
suo	Bouni	None	Endangered	Still
suq	Tirmaga-Chai Suri	10K to 1M	Stable	Ascending
sur	Mwaghavul	10K to 1M	Stable	Ascending
sus	Susu	1M to 1B	Stable	Ascending
sut	Subtiaba	None	Endangered	Still
suv	Puroik	10K to 1M	Stable	Still
suw	Sumbwa	10K to 1M	Stable	Emerging
suy	Suyá	Less than 10K	Stable	Still
suz	Sunwar	10K to 1M	Endangered	Ascending
sva	Svan	10K to 1M	Endangered	Emerging
svb	Ulau-Suain	Less than 10K	Endangered	Still
svc	Vincentian English Creole	10K to 1M	Stable	Emerging
sve	Serili	Less than 10K	Endangered	Still
svk	Slovakian Sign Language	10K to 1M	Stable	Emerging
svm	Slavomolisano	Less than 10K	Endangered	Still
svs	Savosavo	Less than 10K	Stable	Emerging
swb	Maore Comorian	10K to 1M	Stable	Ascending
swc	Congo Swahili	1M to 1B	Institutional	Ascending
swe	Swedish	1M to 1B	Institutional	Thriving
swf	Sere	Less than 10K	Endangered	Emerging
swg	Swabian	None	Stable	Emerging
swh	Swahili	1M to 1B	Institutional	Vital
swi	Sui	10K to 1M	Stable	Emerging
swj	Sira	10K to 1M	Stable	Emerging
swk	Sena, Malawi	10K to 1M	Stable	Emerging
swl	Swedish Sign Language	Less than 10K	Institutional	Emerging
swm	Samosa		Endangered	Still
swn	Sawknah	None	Extinct	Emerging
swo	Shanenawa	None	Endangered	Still
swp	Suau	10K to 1M	Institutional	Emerging
swq	Sharwa	Less than 10K	Endangered	Emerging
swr	Saweru	Less than 10K	Endangered	Still
sws	Seluwasan	Less than 10K	Endangered	Still
swt	Sawila	Less than 10K	Endangered	Emerging
swu	Suwawa	Less than 10K	Endangered	Emerging
swv	Shekhawati	1M to 1B	Stable	Ascending
sww	Sowa	None	Endangered	Still
swx	Suruahá	Less than 10K	Stable	Still
swy	Sarua	Less than 10K	Endangered	Emerging
sxb	Suba	10K to 1M	Stable	Ascending
sxe	Sighu	Less than 10K	Endangered	Still
sxg	Shuhi	Less than 10K	Endangered	Still
sxk	Southern Kalapuya	None	Extinct	Still
sxm	Samre	None	Endangered	Still
sxn	Sangir	10K to 1M	Stable	Emerging
sxr	Saaroa	None	Endangered	Emerging
sxs	Sasaru	10K to 1M	Stable	Still
sxu	Upper Saxon	1M to 1B	Stable	Ascending
sxw	Saxwe Gbe	10K to 1M	Stable	Emerging
sya	Siang	10K to 1M	Stable	Still
syb	Central Subanen	10K to 1M	Endangered	Ascending
syc	Syriac	None	Extinct	Ascending
syi	Seki	Less than 10K	Endangered	Still
syk	Sukur	10K to 1M	Stable	Still
syl	Sylheti	1M to 1B	Institutional	Ascending
sym	Maya Samo	10K to 1M	Stable	Emerging
syn	Senaya	None	Endangered	Emerging
syo	Su’ung	Less than 10K	Endangered	Still
sys	Sinyar	10K to 1M	Stable	Emerging
syw	Syuba	Less than 10K	Endangered	Ascending
syx	Samay	Less than 10K	Endangered	Still
syy	Al-Sayyid Bedouin Sign Language	Less than 10K	Stable	Still
sza	Semelai	Less than 10K	Stable	Still
szb	Ngalum	10K to 1M	Stable	Emerging
szc	Semaq Beri	Less than 10K	Stable	Still
sze	Seze	10K to 1M	Endangered	Still
szg	Sengele	10K to 1M	Stable	Emerging
szl	Silesian	10K to 1M	Stable	Vital
szn	Sula	10K to 1M	Endangered	Still
szp	Suabo	Less than 10K	Endangered	Still
szs	Solomon Islands Sign Language	Less than 10K	Stable	Still
szv	Isubu	None	Endangered	Emerging
szw	Sawai	10K to 1M	Endangered	Emerging
szy	Sakizaya	Less than 10K	Endangered	Emerging
taa	Lower Tanana	None	Endangered	Emerging
tab	Tabasaran	10K to 1M	Stable	Ascending
tac	Western Tarahumara	Less than 10K	Stable	Emerging
tad	Tause	Less than 10K	Stable	Still
tae	Tariana	Less than 10K	Endangered	Emerging
taf	Tapirapé	Less than 10K	Institutional	Still
tag	Tagoi	10K to 1M	Endangered	Still
tah	Tahitian	10K to 1M	Institutional	Ascending
taj	Eastern Tamang	1M to 1B	Institutional	Ascending
tak	Tala	None	Endangered	Still
tal	Tal	10K to 1M	Stable	Emerging
tam	Tamil	1M to 1B	Institutional	Thriving
tan	Tangale	10K to 1M	Endangered	Ascending
tao	Yami	Less than 10K	Endangered	Ascending
tap	Taabwa	10K to 1M	Stable	Emerging
taq	Tamasheq	10K to 1M	Stable	Ascending
tar	Central Tarahumara	10K to 1M	Stable	Emerging
tas	Tay Boi	None	Extinct	Emerging
tat	Tatar	1M to 1B	Institutional	Vital
tau	Upper Tanana	Less than 10K	Endangered	Emerging
tav	Tatuyo	Less than 10K	Stable	Emerging
taw	Tay	Less than 10K	Stable	Emerging
tax	Tamki	Less than 10K	Endangered	Emerging
tay	Atayal	10K to 1M	Endangered	Emerging
taz	Tocho	Less than 10K	Endangered	Emerging
tba	Aikanã	Less than 10K	Endangered	Still
tbc	Takia	10K to 1M	Stable	Emerging
tbd	Kaki Ae	Less than 10K	Stable	Emerging
tbe	Tanibili	Less than 10K	Endangered	Still
tbf	Mandara	Less than 10K	Stable	Emerging
tbg	North Tairora	Less than 10K	Stable	Emerging
tbh	Dharawal	None	Endangered	Emerging
tbi	Gaam	10K to 1M	Stable	Emerging
tbj	Tiang	Less than 10K	Stable	Emerging
tbk	Calamian Tagbanwa	10K to 1M	Stable	Ascending
tbl	Tboli	10K to 1M	Institutional	Ascending
tbm	Tagbu	None	Extinct	Still
tbn	Tunebo, Barro Negro	Less than 10K	Endangered	Still
tbo	Tawala	10K to 1M	Institutional	Emerging
tbp	Taburta	Less than 10K	Endangered	Still
tbr	Tumtum	10K to 1M	Endangered	Still
tbs	Tanguat	Less than 10K	Stable	Emerging
tbt	Tembo	10K to 1M	Stable	Emerging
tbu	Tubar	None	Extinct	Still
tbv	Tobo	Less than 10K	Stable	Still
tbw	Tagbanwa	10K to 1M	Stable	Ascending
tbx	Kapin	Less than 10K	Endangered	Emerging
tby	Tabaru	10K to 1M	Stable	Still
tbz	Ditammari	10K to 1M	Stable	Ascending
tca	Ticuna	10K to 1M	Stable	Ascending
tcb	Tanacross	None	Endangered	Emerging
tcc	Datooga	10K to 1M	Stable	Emerging
tcd	Tafi	Less than 10K	Stable	Emerging
tce	Tutchone, Southern	Less than 10K	Endangered	Emerging
tcf	Malinaltepec Me’phaa	10K to 1M	Stable	Emerging
tcg	Tamagario	Less than 10K	Endangered	Still
tch	Turks and Caicos English Creole	10K to 1M	Endangered	Emerging
tci	Wára	Less than 10K	Stable	Emerging
tck	Tchitchege	Less than 10K	Endangered	Still
tcl	Taman	None	Endangered	Still
tcm	Tanahmerah	Less than 10K	Endangered	Still
tcn	Tichurong	Less than 10K	Stable	Still
tco	Taungyo	10K to 1M	Stable	Still
tcp	Chin, Tawr	Less than 10K	Stable	Emerging
tcq	Kaiy	Less than 10K	Endangered	Still
tcs	Torres Strait Creole	Less than 10K	Institutional	Ascending
tct	T’en	10K to 1M	Endangered	Still
tcu	Tarahumara, Southeastern	Less than 10K	Endangered	Still
tcw	Tecpatlán Totonac	Less than 10K	Endangered	Still
tcx	Toda	Less than 10K	Stable	Emerging
tcy	Tulu	1M to 1B	Stable	Ascending
tcz	Thado Chin	10K to 1M	Stable	Ascending
tda	Tagdal	10K to 1M	Stable	Emerging
tdb	Panchpargania	10K to 1M	Stable	Emerging
tdc	Embera Tadó	Less than 10K	Endangered	Ascending
tdd	Tai Nüa	10K to 1M	Stable	Ascending
tde	Dogon, Tiranige Diga	Less than 10K	Stable	Still
tdf	Talieng	10K to 1M	Stable	Still
tdg	Western Tamang	10K to 1M	Stable	Ascending
tdh	Thulung	10K to 1M	Stable	Ascending
tdi	Tomadino	Less than 10K	Endangered	Still
tdj	Tajio	Less than 10K	Endangered	Ascending
tdk	Rom	Less than 10K	Endangered	Still
tdl	Kusur-Myet	10K to 1M	Endangered	Still
tdm	Taruma	None	Endangered	Still
tdn	Tondano	10K to 1M	Endangered	Emerging
tdo	Teme	Less than 10K	Stable	Still
tdq	Tita	Less than 10K	Stable	Still
tdr	Todrah	Less than 10K	Stable	Still
tds	Doutai	None	Endangered	Emerging
tdt	Tetun Dili	1M to 1B	Institutional	Emerging
tdv	Atoro	Less than 10K	Stable	Still
tdx	Malagasy, Tandroy-Mahafaly	1M to 1B	Stable	Emerging
tdy	Tadyawan	Less than 10K	Endangered	Still
tea	Temiar	10K to 1M	Institutional	Emerging
teb	Tetete	None	Extinct	Still
tec	Terik	10K to 1M	Endangered	Emerging
ted	Tepo Krumen	10K to 1M	Stable	Emerging
tee	Huehuetla Tepehua	Less than 10K	Stable	Ascending
tef	Teressa	Less than 10K	Endangered	Still
teg	Teke-Tege	10K to 1M	Stable	Emerging
teh	Tehuelche	None	Endangered	Emerging
tei	Aro	Less than 10K	Endangered	Still
tek	Teke, Ibali	10K to 1M	Stable	Emerging
tel	Telugu	1M to 1B	Institutional	Vital
tem	Themne	1M to 1B	Institutional	Ascending
ten	Tama	None	Endangered	Still
teo	Ateso	1M to 1B	Institutional	Ascending
tep	Tepecano	None	Extinct	Still
teq	Temein	10K to 1M	Endangered	Still
ter	Terêna	10K to 1M	Endangered	Ascending
tes	Tengger	10K to 1M	Endangered	Emerging
tet	Tetun	10K to 1M	Stable	Vital
teu	Soo	None	Endangered	Still
tev	Teor	Less than 10K	Stable	Still
tew	Tewa	Less than 10K	Endangered	Emerging
tex	Tennet	10K to 1M	Stable	Ascending
tey	Tulishi	10K to 1M	Endangered	Still
tez	Tetserret	Less than 10K	Endangered	Emerging
tfi	Gbe, Tofin	10K to 1M	Stable	Emerging
tfn	Tanaina		Endangered	Emerging
tfo	Tefaro	Less than 10K	Endangered	Still
tfr	Teribe	Less than 10K	Stable	Emerging
tft	Ternate	10K to 1M	Endangered	Emerging
tga	Sagalla	10K to 1M	Stable	Still
tgb	Tobilung	Less than 10K	Endangered	Emerging
tgc	Tigak	10K to 1M	Endangered	Emerging
tgd	Choogen	Less than 10K	Endangered	Still
tge	Tamang, Eastern Gorkha	10K to 1M	Stable	Still
tgf	Chalikha	Less than 10K	Endangered	Still
tgh	Tobagonian English Creole	10K to 1M	Endangered	Emerging
tgi	Lawunuia	Less than 10K	Stable	Still
tgj	Tagin	10K to 1M	Stable	Emerging
tgk	Tajik	1M to 1B	Institutional	Vital
tgl	Tagalog	1M to 1B	Institutional	Vital
tgn	Tandaganon	10K to 1M	Stable	Still
tgo	Sudest	Less than 10K	Stable	Emerging
tgp	Tangoa	Less than 10K	Stable	Emerging
tgq	Tring	Less than 10K	Endangered	Still
tgr	Tareng	Less than 10K	Stable	Still
tgs	Nume	Less than 10K	Endangered	Emerging
tgt	Tagbanwa, Central	Less than 10K	Endangered	Emerging
tgu	Tanggu	Less than 10K	Endangered	Emerging
tgv	Tingui-Boto	None	Endangered	Still
tgw	Sénoufo, Tagwana	10K to 1M	Stable	Emerging
tgx	Tagish	None	Endangered	Emerging
tgy	Togoyo	None	Extinct	Still
tgz	Tagalaka	None	Extinct	Still
tha	Thai	1M to 1B	Institutional	Thriving
thd	Kuuk Thayorre	Less than 10K	Endangered	Emerging
the	Central Tharu	10K to 1M	Stable	Ascending
thf	Thangmi	10K to 1M	Endangered	Ascending
thh	Tarahumara, Northern	None	Endangered	Emerging
thi	Tai Long	Less than 10K	Stable	Still
thk	Kitharaka	10K to 1M	Institutional	Ascending
thl	Dangaura Tharu	10K to 1M	Stable	Ascending
thm	Aheu	Less than 10K	Endangered	Still
thn	Thachanadan	Less than 10K	Endangered	Still
thp	Thompson	Less than 10K	Endangered	Ascending
thq	Mid-Eastern Tharu	10K to 1M	Stable	Emerging
thr	Rana Tharu	10K to 1M	Stable	Emerging
ths	Thakali	Less than 10K	Endangered	Emerging
tht	Tahltan	None	Endangered	Emerging
thu	Thuri	Less than 10K	Endangered	Emerging
thv	Tahaggart Tamahaq	10K to 1M	Endangered	Ascending
thy	Tha	Less than 10K	Endangered	Still
thz	Tayart Tamajeq	10K to 1M	Stable	Emerging
tia	Tamazight, Tidikelt	Less than 10K	Endangered	Emerging
tic	Tira	10K to 1M	Stable	Still
tif	Tifal	Less than 10K	Stable	Emerging
tig	Tigré	1M to 1B	Institutional	Ascending
tih	Timugon Murut	None	Endangered	Emerging
tii	Tiene	10K to 1M	Stable	Still
tij	Tilung	None	Endangered	Still
tik	Tikar	10K to 1M	Stable	Ascending
til	Tillamook	None	Extinct	Still
tim	Timbe	10K to 1M	Stable	Emerging
tin	Tindi	Less than 10K	Endangered	Emerging
tio	Teop	10K to 1M	Stable	Emerging
tip	Trimuris	Less than 10K	Stable	Still
tiq	Tiéfo	Less than 10K	Endangered	Still
tir	Tigrigna	1M to 1B	Institutional	Vital
tis	Itneg, Masadiit	Less than 10K	Stable	Emerging
tit	Tinigua	None	Endangered	Still
tiu	Adasen	Less than 10K	Endangered	Emerging
tiv	Tiv	1M to 1B	Institutional	Ascending
tiw	Tiwi	Less than 10K	Stable	Emerging
tix	Tiwa, Southern	Less than 10K	Endangered	Emerging
tiy	Teduray	10K to 1M	Stable	Ascending
tiz	Tai Hongjin	10K to 1M	Endangered	Emerging
tja	Tajuasohn	10K to 1M	Stable	Emerging
tjg	Tunjung	10K to 1M	Endangered	Still
tji	Tujia, Northern	10K to 1M	Endangered	Emerging
tjj	Tjungundji	None	Endangered	Still
tjl	Tai Laing	10K to 1M	Endangered	Emerging
tjm	Timucua	None	Extinct	Still
tjn	Tonjon	None	Extinct	Still
tjo	Tamazight, Temacine	Less than 10K	Endangered	Emerging
tjp	Tjupany	None	Endangered	Still
tjs	Tujia, Southern	Less than 10K	Endangered	Still
tju	Tjurruru	None	Extinct	Still
tjw	Djabwurrung	None	Endangered	Still
tka	Truká	None	Endangered	Still
tkb	Buksa	10K to 1M	Stable	Emerging
tkd	Tukudede	10K to 1M	Stable	Emerging
tke	Takwane	10K to 1M	Stable	Ascending
tkf	Tukumanféd	None	Extinct	Still
tkg	Tesaka Malagasy	1M to 1B	Stable	Still
tkl	Tokelauan	Less than 10K	Endangered	Ascending
tkm	Takelma	None	Extinct	Still
tkn	Toku-No-Shima	Less than 10K	Endangered	Emerging
tkp	Tikopia	Less than 10K	Stable	Emerging
tkq	Tèẹ̀ ̣	10K to 1M	Stable	Still
tkr	Tsakhur	10K to 1M	Stable	Emerging
tks	Takestani	10K to 1M	Endangered	Emerging
tkt	Kathariya Tharu	10K to 1M	Stable	Still
tku	Upper Necaxa Totonac	Less than 10K	Endangered	Emerging
tkv	Mur Pano	Less than 10K	Stable	Still
tkw	Teanu	Less than 10K	Endangered	Emerging
tkx	Tangko	Less than 10K	Endangered	Still
tkz	Takua	Less than 10K	Stable	Still
tla	Tepehuan, Southwestern	Less than 10K	Stable	Emerging
tlb	Tobelo	10K to 1M	Stable	Emerging
tlc	Totonac, Yecuatla	Less than 10K	Endangered	Emerging
tld	Talaud	10K to 1M	Endangered	Emerging
tlf	Telefol	Less than 10K	Stable	Emerging
tlg	Tofanma	Less than 10K	Stable	Emerging
tli	Tlingit	None	Endangered	Ascending
tlj	Talinga-Bwisi	10K to 1M	Stable	Ascending
tlk	Taloki	Less than 10K	Endangered	Still
tll	Tetela	1M to 1B	Stable	Ascending
tlm	Tolomako	Less than 10K	Endangered	Emerging
tln	Talondo’	Less than 10K	Endangered	Still
tlo	Talodi	Less than 10K	Endangered	Still
tlp	Totonac, Filomena Mata-Coahuitlán	10K to 1M	Stable	Emerging
tlq	Tai Loi	None	Stable	Emerging
tlr	Talise	10K to 1M	Stable	Emerging
tls	Tambotalo	None	Endangered	Still
tlt	Sou Nama	Less than 10K	Endangered	Still
tlu	Tulehu	10K to 1M	Endangered	Still
tlv	Taliabu	Less than 10K	Endangered	Still
tlx	Khehek	Less than 10K	Stable	Emerging
tly	Talysh	10K to 1M	Stable	Ascending
tma	Tama	10K to 1M	Stable	Emerging
tmb	Avava	Less than 10K	Stable	Emerging
tmc	Tumak	10K to 1M	Stable	Emerging
tmd	Haruai	Less than 10K	Stable	Emerging
tme	Tremembé	None	Endangered	Still
tmf	Toba-Maskoy	Less than 10K	Endangered	Emerging
tmg	Ternateño	None	Extinct	Emerging
tmi	Vinekula	Less than 10K	Endangered	Still
tmj	Samarokena	Less than 10K	Endangered	Emerging
tml	Tamnim Citak	Less than 10K	Stable	Emerging
tmm	Tai Thanh	10K to 1M	Stable	Still
tmn	Taman	10K to 1M	Endangered	Still
tmo	Temoq	None	Endangered	Still
tmq	Tumleo	Less than 10K	Stable	Still
tmr	Jewish Babylonian Aramaic	None	Endangered	Emerging
tms	Tima	None	Endangered	Still
tmt	Oa	Less than 10K	Stable	Still
tmu	Iau	Less than 10K	Stable	Still
tmv	Tembo	Less than 10K	Stable	Still
tmw	Temuan	None	Endangered	Emerging
tmy	Tami	Less than 10K	Stable	Emerging
tmz	Tamanaku	None	Extinct	Still
tna	Tacana	Less than 10K	Endangered	Ascending
tnb	Tunebo, Western	Less than 10K	Stable	Still
tnc	Tanimuca-Letuama	Less than 10K	Endangered	Emerging
tnd	Tunebo, Angosturas	None	Endangered	Still
tng	Tobanga	10K to 1M	Stable	Emerging
tnh	Maiani	Less than 10K	Endangered	Emerging
tni	Tandia	None	Endangered	Still
tnk	Kwamera	Less than 10K	Endangered	Emerging
tnl	Netvaar	10K to 1M	Stable	Ascending
tnm	Tabla	Less than 10K	Endangered	Still
tnn	North Tanna	Less than 10K	Stable	Emerging
tno	Toromono	None	Endangered	Still
tnp	Whitesands	Less than 10K	Endangered	Emerging
tnq	Taíno	None	Endangered	Emerging
tnr	Ménik	Less than 10K	Stable	Emerging
tns	Tenis	None	Endangered	Still
tnt	Tontemboan	10K to 1M	Endangered	Emerging
tnu	Tai Khang	Less than 10K	Endangered	Still
tnv	Tangchangya	10K to 1M	Stable	Emerging
tnw	Tonsawang	10K to 1M	Endangered	Emerging
tnx	Tanema	None	Endangered	Still
tny	Tongwe	10K to 1M	Stable	Emerging
tnz	Ten’edn	Less than 10K	Stable	Still
tob	Toba	10K to 1M	Endangered	Ascending
toc	Coyutla Totonac	10K to 1M	Stable	Emerging
tod	Toma	10K to 1M	Stable	Ascending
tof	Gizrra	Less than 10K	Institutional	Emerging
tog	Tonga	10K to 1M	Stable	Ascending
toh	Tonga	10K to 1M	Stable	Ascending
toi	Tonga	1M to 1B	Institutional	Ascending
toj	Tojolabal	10K to 1M	Stable	Ascending
tol	Tolowa	None	Endangered	Emerging
tom	Tombulu	10K to 1M	Endangered	Ascending
ton	Tongan	10K to 1M	Institutional	Vital
too	Xicotepec de Juárez Totonac	Less than 10K	Endangered	Emerging
top	Papantla Totonac	10K to 1M	Stable	Ascending
toq	Toposa	10K to 1M	Stable	Emerging
tor	Banda, Togbo-Vara	10K to 1M	Stable	Emerging
tos	Highland Totonac	10K to 1M	Stable	Emerging
tou	Tho	10K to 1M	Stable	Still
tov	Taromi, Upper	None	Endangered	Still
tow	Jemez	Less than 10K	Endangered	Emerging
tox	Tobian	Less than 10K	Endangered	Emerging
toy	Topoiyo	Less than 10K	Endangered	Emerging
toz	To	None	Endangered	Emerging
tpa	Taupota	Less than 10K	Stable	Emerging
tpc	Azoyú Me’phaa	Less than 10K	Endangered	Still
tpe	Tippera	10K to 1M	Institutional	Still
tpf	Tarpia	Less than 10K	Endangered	Still
tpg	Kula	Less than 10K	Stable	Still
tpi	Tok Pisin	1M to 1B	Institutional	Ascending
tpj	Ñandeva	Less than 10K	Endangered	Emerging
tpk	Tupinikin	None	Endangered	Still
tpl	Tlacoapa Me’phaa	Less than 10K	Stable	Emerging
tpm	Tampulma	10K to 1M	Stable	Ascending
tpn	Tupinambá	None	Extinct	Emerging
tpo	Tai Pao	10K to 1M	Stable	Still
tpp	Pisaflores Tepehua	Less than 10K	Endangered	Emerging
tpq	Kinnauri, Chhoyul	Less than 10K	Endangered	Still
tpr	Tuparí	Less than 10K	Endangered	Still
tpt	Tlachichilco Tepehua	Less than 10K	Endangered	Emerging
tpu	Tampuan	10K to 1M	Stable	Ascending
tpv	Tanapag	None	Endangered	Still
tpx	Acatepec Me’phaa	10K to 1M	Stable	Emerging
tpy	Trumai	None	Endangered	Still
tpz	Tinputz	Less than 10K	Stable	Emerging
tqb	Tembé	None	Endangered	Still
tql	Lehali	Less than 10K	Endangered	Emerging
tqm	Turumsa	None	Endangered	Still
tqn	Tenino	None	Endangered	Still
tqo	Toaripi	10K to 1M	Stable	Emerging
tqp	Tomoip	Less than 10K	Stable	Still
tqq	Tunni	10K to 1M	Endangered	Still
tqr	Torona	None	Endangered	Still
tqt	Totonaco del cerro Xinolatépetl	Less than 10K	Stable	Still
tqu	Touo	Less than 10K	Stable	Emerging
tqw	Tonkawa	None	Endangered	Emerging
tra	Tirahi	None	Extinct	Still
trb	Terebu	Less than 10K	Endangered	Still
trc	Copala Triqui	10K to 1M	Stable	Emerging
trd	Turi	Less than 10K	Endangered	Still
tre	Tarangan, East	Less than 10K	Endangered	Still
trf	Trinidadian English Creole	10K to 1M	Stable	Emerging
trg	Lishán Noshan	Less than 10K	Endangered	Still
trh	Turaka	None	Endangered	Still
tri	Trió	Less than 10K	Stable	Emerging
trj	Toram	Less than 10K	Endangered	Emerging
trl	Traveller Scottish	Less than 10K	Endangered	Still
trm	Tregami	Less than 10K	Stable	Still
trn	Trinitario	Less than 10K	Endangered	Emerging
tro	Naga, Tarao	Less than 10K	Stable	Emerging
trp	Kok Borok	1M to 1B	Institutional	Ascending
trq	San Martín Itunyoso Triqui	Less than 10K	Endangered	Emerging
trr	Taushiro	None	Endangered	Still
trs	Chicahuaxtla Triqui	Less than 10K	Stable	Ascending
trt	Tunggare	Less than 10K	Endangered	Still
tru	Turoyo	10K to 1M	Endangered	Ascending
trv	Sediq	Less than 10K	Endangered	Ascending
trw	Torwali	10K to 1M	Endangered	Ascending
trx	Bidayuh, Tringgus-Sembaan	Less than 10K	Stable	Still
try	Turung	Less than 10K	Endangered	Still
trz	Torá	None	Endangered	Still
tsa	Tsaangi	10K to 1M	Stable	Emerging
tsb	Tsamai	10K to 1M	Stable	Emerging
tsc	Tswa	1M to 1B	Stable	Ascending
tsd	Tsakonian	Less than 10K	Endangered	Emerging
tse	Tunisian Sign Language	10K to 1M	Stable	Still
tsg	Tausug	10K to 1M	Institutional	Ascending
tsh	Matsuva	Less than 10K	Endangered	Emerging
tsi	Tsimshian	None	Endangered	Emerging
tsj	Tshangla	10K to 1M	Institutional	Ascending
tsk	Tseku	10K to 1M	Endangered	Still
tsl	Ts’ün-Lao	10K to 1M	Stable	Still
tsm	Turkish Sign Language	10K to 1M	Stable	Emerging
tsn	Setswana	1M to 1B	Institutional	Vital
tso	Tsonga	1M to 1B	Institutional	Vital
tsp	Toussian, Northern	10K to 1M	Stable	Still
tsq	Thai Sign Language	10K to 1M	Stable	Emerging
tsr	Akei	10K to 1M	Stable	Still
tss	Taiwan Sign Language	10K to 1M	Endangered	Emerging
tst	Tondi Songway Kiini	Less than 10K	Stable	Still
tsu	Tsou	Less than 10K	Endangered	Emerging
tsv	Tsogo	Less than 10K	Stable	Still
tsw	Tsishingini	10K to 1M	Stable	Ascending
tsx	Mubami	Less than 10K	Stable	Still
tsy	Tebul Sign Language	Less than 10K	Stable	Still
tsz	Purepecha	10K to 1M	Stable	Ascending
