From https://documentation.abes.fr/guide/html/formats/CodesLanguesISO639-3.htm		
Code	Nom en français	Display Name French
jks	amami koniya sign language	Amami Koniya Sign Language
jku	labir	Labir
jle	ngile	Ngile
jls	jamaican sign language	Jamaican Sign Language
jma	dima	Dima
jmb	zumbun	Zumbun
jmc	machame	Machame
jmd	yamdena	Yamdena
jmi	jimi (nigeria)	Jimi (Nigeria)
jml	jumli	Jumli
jmn	makuri naga	Makuri Naga
jmr	kamara	Kamara
jms	mashi (nigeria)	Mashi (Nigeria)
jmw	mouwase	Mouwase
jmx	western juxtlahuaca mixtec	Western Juxtlahuaca Mixtec
jna	jangshung	Jangshung
jnd	jandavra	Jandavra
jng	yangman	Yangman
jni	janji	Janji
jnj	yemsa	Yemsa
jnl	rawat	Rawat
jns	jaunsari	Jaunsari
job	joba	Joba
jod	wojenaka	Wojenaka
jog	jogi	Jogi
jor	jorá	Jorá
jos	jordanian sign language	Jordanian Sign Language
jow	jowulu	Jowulu
jpa	jewish palestinian aramaic	Jewish Palestinian Aramaic
jpn	japonais	Japonais
jpr	judéo-persan	Judéo-Persan
jqr	jaqaru	Jaqaru
jra	jarai	Jarai
jrb	judeó-arabe	Judeó-Arabe
jrr	jiru	Jiru
jrt	jakattoe	Jakattoe
jru	japrería	Japrería
jsl	japanese sign language	Japanese Sign Language
jua	júma	Júma
jub	wannu	Wannu
juc	jurchen	Jurchen
jud	worodougou	Worodougou
juh	hőne	Hőne
jui	ngadjuri	Ngadjuri
juk	wapan	Wapan
jul	jirel	Jirel
jum	jumjum	Jumjum
jun	juang	Juang
juo	jiba	Jiba
jup	hupdë	Hupdë
jur	jurúna	Jurúna
jus	jumla sign language	Jumla Sign Language
jut	jutish	Jutish
juu	ju	Ju
juw	wăpha	Wăpha
juy	juray	Juray
jvd	javindo	Javindo
jvn	caribbean javanese	Caribbean Javanese
jwi	jwira-pepesa	Jwira-Pepesa
jya	jiarong	Jiarong
jye	judeo-yemeni arabic	Judeo-Yemeni Arabic
jyy	jaya	Jaya
kaa	karakalpak	Karakalpak
kab	kabyle	Kabyle
kac	kachin ; jingpho	Kachin ; Jingpho
kad	adara	Adara
kae	ketangalan	Ketangalan
kaf	katso	Katso
kag	kajaman	Kajaman
kah	kara (central african republic)	Kara (Central African Republic)
kai	karekare	Karekare
kaj	jju	Jju
kak	kalanguya	Kalanguya
kal	groenlandais	Groenlandais
kam	kamba	Kamba
kan	kannada	Kannada
kao	xaasongaxango	Xaasongaxango
kap	bezhta	Bezhta
kaq	capanahua	Capanahua
kar	karen, langues	Karen, Langues
kas	kashmiri	Kashmiri
kat	géorgien	Géorgien
kau	kanouri	Kanouri
kav	katukína	Katukína
kaw	kawi	Kawi
kax	kao	Kao
kay	kamayurá	Kamayurá
kaz	kazakh	Kazakh
kba	kalarko	Kalarko
kbb	kaxuiàna	Kaxuiàna
kbc	kadiwéu	Kadiwéu
kbd	kabardien	Kabardien
kbe	kanju	Kanju
kbg	khamba	Khamba
kbh	camsá	Camsá
kbi	kaptiau	Kaptiau
kbj	kari	Kari
kbk	grass koiari	Grass Koiari
kbl	kanembu	Kanembu
kbm	iwal	Iwal
kbn	kare (central african republic)	Kare (Central African Republic)
kbo	keliko	Keliko
kbp	kabiyč	Kabiyč
kbq	kamano	Kamano
kbr	kafa	Kafa
kbs	kande	Kande
kbt	abadi	Abadi
kbu	kabutra	Kabutra
kbv	dera (indonesia)	Dera (Indonesia)
kbw	kaiep	Kaiep
kbx	ap ma	Ap Ma
kby	manga kanuri	Manga Kanuri
kbz	duhwa	Duhwa
kca	khanty	Khanty
kcb	kawacha	Kawacha
kcc	lubila	Lubila
kcd	ngkàlmpw kanum	Ngkàlmpw Kanum
kce	kaivi	Kaivi
kcf	ukaan	Ukaan
kcg	tyap	Tyap
kch	vono	Vono
kci	kamantan	Kamantan
kcj	kobiana	Kobiana
kck	kalanga	Kalanga
kcl	kela (papua new guinea)	Kela (Papua New Guinea)
kcm	gula (central african republic)	Gula (Central African Republic)
kcn	nubi	Nubi
kco	kinalakna	Kinalakna
kcp	kanga	Kanga
kcq	kamo	Kamo
kcr	katla	Katla
kcs	koenoem	Koenoem
kct	kaian	Kaian
kcu	kami (tanzania)	Kami (Tanzania)
kcv	kete	Kete
kcw	kabwari	Kabwari
kcx	kachama-ganjule	Kachama-Ganjule
kcy	korandje	Korandje
kcz	konongo	Konongo
kda	worimi	Worimi
kdc	kutu	Kutu
kdd	yankunytjatjara	Yankunytjatjara
kde	makonde	Makonde
kdf	mamusi	Mamusi
kdg	seba	Seba
kdh	tem	Tem
kdi	kumam	Kumam
kdj	karamojong	Karamojong
kdk	numèè	Numèè
kdl	tsikimba	Tsikimba
kdm	kagoma	Kagoma
kdn	kunda	Kunda
kdp	kaningdon-nindem	Kaningdon-Nindem
kdq	koch	Koch
kdr	karaim	Karaim
kdt	kuy	Kuy
kdu	kadaru	Kadaru
kdw	koneraw	Koneraw
kdx	kam	Kam
kdy	keder	Keder
kdz	kwaja	Kwaja
kea	kabuverdianu	Kabuverdianu
keb	kélé	Kélé
kec	keiga	Keiga
ked	kerewe	Kerewe
kee	eastern keres	Eastern Keres
kef	kpessi	Kpessi
keg	tese	Tese
keh	keak	Keak
kei	kei	Kei
kej	kadar	Kadar
kek	kekchí	Kekchí
kel	kela (democratic republic of congo)	Kela (Democratic Republic Of Congo)
kem	kemak	Kemak
ken	kenyang	Kenyang
keo	kakwa	Kakwa
kep	kaikadi	Kaikadi
keq	kamar	Kamar
ker	kera	Kera
kes	kugbo	Kugbo
ket	ket	Ket
keu	akebu	Akebu
kev	kanikkaran	Kanikkaran
kew	west kewa	West Kewa
kex	kukna	Kukna
key	kupia	Kupia
kez	kukele	Kukele
kfa	kodava	Kodava
kfb	northwestern kolami	Northwestern Kolami
kfc	konda-dora	Konda-Dora
kfd	korra koraga	Korra Koraga
kfe	kota (india)	Kota (India)
kff	koya	Koya
kfg	kudiya	Kudiya
kfh	kurichiya	Kurichiya
kfi	kannada kurumba	Kannada Kurumba
kfj	kemiehua	Kemiehua
kfk	kinnauri	Kinnauri
kfl	kung	Kung
kfm	khunsari	Khunsari
kfn	kuk	Kuk
kfo	koro (côte d'ivoire)	Koro (Côte D'Ivoire)
kfp	korwa	Korwa
kfq	korku	Korku
kfr	kachhi	Kachhi
kfs	bilaspuri	Bilaspuri
kft	kanjari	Kanjari
kfu	katkari	Katkari
kfv	kurmukar	Kurmukar
kfw	kharam naga	Kharam Naga
kfx	kullu pahari	Kullu Pahari
kfy	kumaoni	Kumaoni
kfz	koromfé	Koromfé
kga	koyaga	Koyaga
kgb	kawe	Kawe
kge	komering	Komering
kgf	kube	Kube
kgg	kusunda	Kusunda
kgi	selangor sign language	Selangor Sign Language
kgj	gamale kham	Gamale Kham
kgk	kaiwá	Kaiwá
kgl	kunggari	Kunggari
kgm	karipúna	Karipúna
kgn	karingani	Karingani
kgo	krongo	Krongo
kgp	kaingang	Kaingang
kgq	kamoro	Kamoro
kgr	abun	Abun
kgs	kumbainggar	Kumbainggar
kgt	somyev	Somyev
kgu	kobol	Kobol
kgv	karas	Karas
kgw	karon dori	Karon Dori
kgx	kamaru	Kamaru
kgy	kyerung	Kyerung
kha	khasi	Khasi
khb	lü	Lü
khc	tukang besi north	Tukang Besi North
khd	bädi kanum	Bädi Kanum
khe	korowai	Korowai
khf	khuen	Khuen
khg	khams tibetan	Khams Tibetan
khh	kehu	Kehu
khi	khoïsan, langues	Khoïsan, Langues
khj	kuturmi	Kuturmi
khk	halh mongolian	Halh Mongolian
khl	lusi	Lusi
khm	khmer central	Khmer Central
khn	khandesi	Khandesi
kho	khotanais ; sakan	Khotanais ; Sakan
khp	kapori	Kapori
khq	koyra chiini songhay	Koyra Chiini Songhay
khr	kharia	Kharia
khs	kasua	Kasua
kht	khamti	Khamti
khu	nkhumbi	Nkhumbi
khv	khvarshi	Khvarshi
khw	khowar	Khowar
khx	kanu	Kanu
khy	kele (democratic republic of congo)	Kele (Democratic Republic Of Congo)
khz	keapara	Keapara
kia	kim	Kim
kib	koalib	Koalib
kic	kickapoo	Kickapoo
kid	koshin	Koshin
kie	kibet	Kibet
kif	eastern parbate kham	Eastern Parbate Kham
kig	kimaama	Kimaama
kih	kilmeri	Kilmeri
kii	kitsai	Kitsai
kij	kilivila	Kilivila
kik	kikuyu	Kikuyu
kil	kariya	Kariya
kim	karagas	Karagas
kin	rwanda	Rwanda
kio	kiowa	Kiowa
kip	sheshi kham	Sheshi Kham
kiq	kosadle	Kosadle
kir	kirghiz	Kirghiz
kis	kis	Kis
kit	agob	Agob
kiu	kirmanjki (individual language)	Kirmanjki (Individual Language)
kiv	kimbu	Kimbu
kiw	northeast kiwai	Northeast Kiwai
kix	khiamniungan naga	Khiamniungan Naga
kiy	kirikiri	Kirikiri
kiz	kisi	Kisi
kja	mlap	Mlap
kjb	q'anjob'al	Q'Anjob'Al
kjc	coastal konjo	Coastal Konjo
kjd	southern kiwai	Southern Kiwai
kje	kisar	Kisar
kjg	khmu	Khmu
kjh	khakas	Khakas
kji	zabana	Zabana
kjj	khinalugh	Khinalugh
kjk	highland konjo	Highland Konjo
kjl	western parbate kham	Western Parbate Kham
kjm	kháng	Kháng
kjn	kunjen	Kunjen
kjo	harijan kinnauri	Harijan Kinnauri
kjp	pwo eastern karen	Pwo Eastern Karen
kjq	western keres	Western Keres
kjr	kurudu	Kurudu
kjs	east kewa	East Kewa
kjt	phrae pwo karen	Phrae Pwo Karen
kju	kashaya	Kashaya
kjv	kaikavian literary language	Kaikavian Literary Language
kjx	ramopa	Ramopa
kjy	erave	Erave
kjz	bumthangkha	Bumthangkha
kka	kakanda	Kakanda
kkb	kwerisa	Kwerisa
kkc	odoodee	Odoodee
kkd	kinuku	Kinuku
kke	kakabe	Kakabe
kkf	kalaktang monpa	Kalaktang Monpa
kkg	mabaka valley kalinga	Mabaka Valley Kalinga
kkh	khün	Khün
kki	kagulu	Kagulu
kkj	kako	Kako
kkk	kokota	Kokota
kkl	kosarek yale	Kosarek Yale
kkm	kiong	Kiong
kkn	kon keu	Kon Keu
kko	karko	Karko
kkp	gugubera	Gugubera
kkq	kaeku	Kaeku
kkr	kir-balar	Kir-Balar
kks	giiwo	Giiwo
kkt	koi	Koi
kku	tumi	Tumi
kkv	kangean	Kangean
kkw	teke-kukuya	Teke-Kukuya
kkx	kohin	Kohin
kky	guugu yimidhirr	Guugu Yimidhirr
kkz	kaska	Kaska
kla	klamath-modoc	Klamath-Modoc
klb	kiliwa	Kiliwa
klc	kolbila	Kolbila
kld	gamilaraay	Gamilaraay
kle	kulung (nepal)	Kulung (Nepal)
klf	kendeje	Kendeje
klg	tagakaulo	Tagakaulo
klh	weliki	Weliki
kli	kalumpang	Kalumpang
klj	khalaj	Khalaj
klk	kono (nigeria)	Kono (Nigeria)
kll	kagan kalagan	Kagan Kalagan
klm	migum	Migum
kln	kalenjin	Kalenjin
klo	kapya	Kapya
klp	kamasa	Kamasa
klq	rumu	Rumu
klr	khaling	Khaling
kls	kalasha	Kalasha
klt	nukna	Nukna
klu	klao	Klao
klv	maskelynes	Maskelynes
klw	tado	Tado
klx	koluwawa	Koluwawa
kly	kalao	Kalao
klz	kabola	Kabola
kma	konni	Konni
kmb	kimbundu	Kimbundu
kmc	southern dong	Southern Dong
kmd	majukayang kalinga	Majukayang Kalinga
kme	bakole	Bakole
kmf	kare (papua new guinea)	Kare (Papua New Guinea)
kmg	kàte	Kàte
kmh	kalam	Kalam
kmi	kami (nigeria)	Kami (Nigeria)
kmj	kumarbhag paharia	Kumarbhag Paharia
kmk	limos kalinga	Limos Kalinga
kml	tanudan kalinga	Tanudan Kalinga
kmm	kom (india)	Kom (India)
kmn	awtuw	Awtuw
kmo	kwoma	Kwoma
kmp	gimme	Gimme
kmq	kwama	Kwama
kmr	northern kurdish	Northern Kurdish
kms	kamasau	Kamasau
kmt	kemtuik	Kemtuik
kmu	kanite	Kanite
kmv	karipúna creole french	Karipúna Creole French
kmw	komo (democratic republic of congo)	Komo (Democratic Republic Of Congo)
kmx	waboda	Waboda
kmy	koma	Koma
kmz	khorasani turkish	Khorasani Turkish
kna	dera (nigeria)	Dera (Nigeria)
knb	lubuagan kalinga	Lubuagan Kalinga
knc	central kanuri	Central Kanuri
knd	konda	Konda
kne	kankanaey	Kankanaey
knf	mankanya	Mankanya
kng	koongo	Koongo
kni	kanufi	Kanufi
knj	western kanjobal	Western Kanjobal
knk	kuranko	Kuranko
knl	keninjal	Keninjal
knm	kanamarí	Kanamarí
knn	konkani (individual language)	Konkani (Individual Language)
kno	kono (sierra leone)	Kono (Sierra Leone)
knp	kwanja	Kwanja
knq	kintaq	Kintaq
knr	kaningra	Kaningra
kns	kensiu	Kensiu
knt	panoan katukína	Panoan Katukína
knu	kono (guinea)	Kono (Guinea)
knv	tabo	Tabo
knw	kung-ekoka	Kung-Ekoka
knx	kendayan	Kendayan
kny	kanyok	Kanyok
knz	kalamsé	Kalamsé
koa	konomala	Konomala
koc	kpati	Kpati
kod	kodi	Kodi
koe	kacipo-bale suri	Kacipo-Bale Suri
kof	kubi	Kubi
kog	cogui	Cogui
koh	koyo	Koyo
koi	komi-permyak	Komi-Permyak
kok	konkani	Konkani
kol	kol (papua new guinea)	Kol (Papua New Guinea)
kom	kom	Kom
kon	kongo	Kongo
koo	konzo	Konzo
kop	waube	Waube
koq	kota (gabon)	Kota (Gabon)
kor	coréen	Coréen
kos	kosrae	Kosrae
kot	lagwan	Lagwan
kou	koke	Koke
kov	kudu-camo	Kudu-Camo
kow	kugama	Kugama
koy	koyukon	Koyukon
koz	korak	Korak
kpa	kutto	Kutto
kpb	mullu kurumba	Mullu Kurumba
kpc	curripaco	Curripaco
kpd	koba	Koba
kpe	kpellé	Kpellé
kpf	komba	Komba
kpg	kapingamarangi	Kapingamarangi
kph	kplang	Kplang
kpi	kofei	Kofei
kpj	karajá	Karajá
kpk	kpan	Kpan
kpl	kpala	Kpala
kpm	koho	Koho
kpn	kepkiriwát	Kepkiriwát
kpo	ikposo	Ikposo
kpq	korupun-sela	Korupun-Sela
kpr	korafe-yegha	Korafe-Yegha
kps	tehit	Tehit
kpt	karata	Karata
kpu	kafoa	Kafoa
kpv	komi-zyrian	Komi-Zyrian
kpw	kobon	Kobon
kpx	mountain koiali	Mountain Koiali
kpy	koryak	Koryak
kpz	kupsabiny	Kupsabiny
kqa	mum	Mum
kqb	kovai	Kovai
kqc	doromu-koki	Doromu-Koki
kqd	koy sanjaq surat	Koy Sanjaq Surat
kqe	kalagan	Kalagan
kqf	kakabai	Kakabai
kqg	khe	Khe
kqh	kisankasa	Kisankasa
kqi	koitabu	Koitabu
kqj	koromira	Koromira
kqk	kotafon gbe	Kotafon Gbe
kql	kyenele	Kyenele
kqm	khisa	Khisa
kqn	kaonde	Kaonde
kqo	eastern krahn	Eastern Krahn
kqp	kimré	Kimré
kqq	krenak	Krenak
kqr	kimaragang	Kimaragang
kqs	northern kissi	Northern Kissi
kqt	klias river kadazan	Klias River Kadazan
kqu	seroa	Seroa
kqv	okolod	Okolod
kqw	kandas	Kandas
kqx	mser	Mser
kqy	koorete	Koorete
kqz	korana	Korana
kra	kumhali	Kumhali
krb	karkin	Karkin
krc	karatchaï balkar	Karatchaï Balkar
krd	kairui-midiki	Kairui-Midiki
kre	panará	Panará
krf	koro (vanuatu)	Koro (Vanuatu)
krh	kurama	Kurama
kri	krio	Krio
krj	kinaray-a	Kinaray-A
krk	kerek	Kerek
krl	carélien	Carélien
krl	karelian	Karelian
krn	sapo	Sapo
kro	krou, langues	Krou, Langues
krp	korop	Korop
krr	krung	Krung
krs	gbaya (sudan)	Gbaya (Sudan)
krt	tumari kanuri	Tumari Kanuri
kru	kurukh	Kurukh
krv	kavet	Kavet
krw	western krahn	Western Krahn
krx	karon	Karon
kry	kryts	Kryts
krz	sota kanum	Sota Kanum
ksa	shuwa-zamani	Shuwa-Zamani
ksb	shambala	Shambala
ksc	southern kalinga	Southern Kalinga
ksd	kuanua	Kuanua
kse	kuni	Kuni
ksf	bafia	Bafia
ksg	kusaghe	Kusaghe
ksh	kölsch	Kölsch
ksi	krisa	Krisa
ksj	uare	Uare
ksk	kansa	Kansa
ksl	kumalu	Kumalu
ksm	kumba	Kumba
ksn	kasiguranin	Kasiguranin
kso	kofa	Kofa
ksp	kaba	Kaba
ksq	kwaami	Kwaami
ksr	borong	Borong
kss	southern kisi	Southern Kisi
kst	winyé	Winyé
ksu	khamyang	Khamyang
ksv	kusu	Kusu
ksw	s'gaw karen	S'Gaw Karen
ksx	kedang	Kedang
ksy	kharia thar	Kharia Thar
ksz	kodaku	Kodaku
kta	katua	Katua
ktb	kambaata	Kambaata
ktc	kholok	Kholok
ktd	kokata	Kokata
kte	nubri	Nubri
ktf	kwami	Kwami
ktg	kalkutung	Kalkutung
kth	karanga	Karanga
kti	north muyu	North Muyu
ktj	plapo krumen	Plapo Krumen
ktk	kaniet	Kaniet
ktl	koroshi	Koroshi
ktm	kurti	Kurti
ktn	karitiàna	Karitiàna
kto	kuot	Kuot
ktp	kaduo	Kaduo
ktq	katabaga	Katabaga
kts	south muyu	South Muyu
ktt	ketum	Ketum
ktu	kituba (democratic republic of congo)	Kituba (Democratic Republic Of Congo)
ktv	eastern katu	Eastern Katu
ktw	kato	Kato
ktx	kaxararí	Kaxararí
kty	kango (bas-uélé district)	Kango (Bas-Uélé District)
ktz	ju/'hoan	Ju/'Hoan
kua	kuanyama ; kwanyama	Kuanyama ; Kwanyama
kub	kutep	Kutep
kuc	kwinsu	Kwinsu
kud	auhelawa	Auhelawa
kue	kuman (papua new guinea)	Kuman (Papua New Guinea)
kuf	western katu	Western Katu
kug	kupa	Kupa
kuh	kushi	Kushi
kui	kuikúro-kalapálo	Kuikúro-Kalapálo
kuj	kuria	Kuria
kuk	kepo'	Kepo'
kul	kulere	Kulere
kum	koumyk	Koumyk
kun	kunama	Kunama
kuo	kumukio	Kumukio
kup	kunimaipa	Kunimaipa
kuq	karipuna	Karipuna
kur	kurde	Kurde
kus	kusaal	Kusaal
kut	kutenai	Kutenai
kuu	upper kuskokwim	Upper Kuskokwim
kuv	kur	Kur
kuw	kpagua	Kpagua
kux	kukatja	Kukatja
kuy	kuuku-ya'u	Kuuku-Ya'U
kuz	kunza	Kunza
kva	bagvalal	Bagvalal
kvb	kubu	Kubu
kvc	kove	Kove
kvd	kui (indonesia)	Kui (Indonesia)
kve	kalabakan	Kalabakan
kvf	kabalai	Kabalai
kvg	kuni-boazi	Kuni-Boazi
kvh	komodo	Komodo
kvi	kwang	Kwang
kvj	psikye	Psikye
kvk	korean sign language	Korean Sign Language
kvl	kayaw	Kayaw
kvm	kendem	Kendem
kvn	border kuna	Border Kuna
kvo	dobel	Dobel
kvp	kompane	Kompane
kvq	geba karen	Geba Karen
kvr	kerinci	Kerinci
kvt	lahta karen	Lahta Karen
kvu	yinbaw karen	Yinbaw Karen
kvv	kola	Kola
kvw	wersing	Wersing
kvx	parkari koli	Parkari Koli
kvy	yintale karen	Yintale Karen
kvz	tsakwambo	Tsakwambo
kwa	dàw	Dàw
kwb	kwa	Kwa
kwc	likwala	Likwala
kwd	kwaio	Kwaio
kwe	kwerba	Kwerba
kwf	kwara'ae	Kwara'Ae
kwg	sara kaba deme	Sara Kaba Deme
kwh	kowiai	Kowiai
kwi	awa-cuaiquer	Awa-Cuaiquer
kwj	kwanga	Kwanga
kwk	kwakiutl	Kwakiutl
kwl	kofyar	Kofyar
kwm	kwambi	Kwambi
kwn	kwangali	Kwangali
kwo	kwomtari	Kwomtari
kwp	kodia	Kodia
kwr	kwer	Kwer
kws	kwese	Kwese
kwt	kwesten	Kwesten
kwu	kwakum	Kwakum
kwv	sara kaba náŕ	Sara Kaba Náŕ
kww	kwinti	Kwinti
kwx	khirwar	Khirwar
kwy	san salvador kongo	San Salvador Kongo
kwz	kwadi	Kwadi
kxa	kairiru	Kairiru
kxb	krobu	Krobu
kxc	konso	Konso
kxd	brunei	Brunei
kxf	manumanaw karen	Manumanaw Karen
kxh	karo (ethiopia)	Karo (Ethiopia)
kxi	keningau murut	Keningau Murut
kxj	kulfa	Kulfa
kxk	zayein karen	Zayein Karen
kxm	northern khmer	Northern Khmer
kxn	kanowit-tanjong melanau	Kanowit-Tanjong Melanau
kxo	kanoé	Kanoé
kxp	wadiyara koli	Wadiyara Koli
kxq	smärky kanum	Smärky Kanum
kxr	koro (papua new guinea)	Koro (Papua New Guinea)
kxs	kangjia	Kangjia
kxt	koiwat	Koiwat
kxv	kuvi	Kuvi
kxw	konai	Konai
kxx	likuba	Likuba
kxy	kayong	Kayong
kxz	kerewo	Kerewo
kya	kwaya	Kwaya
kyb	butbut kalinga	Butbut Kalinga
kyc	kyaka	Kyaka
kyd	karey	Karey
kye	krache	Krache
kyf	kouya	Kouya
kyg	keyagana	Keyagana
kyh	karok	Karok
kyi	kiput	Kiput
kyj	karao	Karao
kyk	kamayo	Kamayo
kyl	kalapuya	Kalapuya
kym	kpatili	Kpatili
kyn	northern binukidnon	Northern Binukidnon
kyo	kelon	Kelon
kyp	kang	Kang
kyq	kenga	Kenga
kyr	kuruáya	Kuruáya
kys	baram kayan	Baram Kayan
kyt	kayagar	Kayagar
kyu	western kayah	Western Kayah
kyv	kayort	Kayort
kyw	kudmali	Kudmali
kyx	rapoisi	Rapoisi
kyy	kambaira	Kambaira
kyz	kayabí	Kayabí
kza	western karaboro	Western Karaboro
kzb	kaibobo	Kaibobo
kzc	bondoukou kulango	Bondoukou Kulango
kzd	kadai	Kadai
kze	kosena	Kosena
kzf	da'a kaili	Da'A Kaili
kzg	kikai	Kikai
kzi	kelabit	Kelabit
kzk	kazukuru	Kazukuru
kzl	kayeli	Kayeli
kzm	kais	Kais
kzn	kokola	Kokola
kzo	kaningi	Kaningi
kzp	kaidipang	Kaidipang
kzq	kaike	Kaike
kzr	karang	Karang
kzs	sugut dusun	Sugut Dusun
kzu	kayupulau	Kayupulau
kzv	komyandaret	Komyandaret
kzw	karirí-xocó	Karirí-Xocó
kzx	kamarian	Kamarian
kzy	kango (tshopo district)	Kango (Tshopo District)
kzz	kalabra	Kalabra
laa	southern subanen	Southern Subanen
lab	linear a	Linear A
lac	lacandon	Lacandon
lad	judéo-espagnol	Judéo-Espagnol
lae	pattani	Pattani
laf	lafofa	Lafofa
lag	langi	Langi
lah	lahnda	Lahnda
lai	lambya	Lambya
laj	lango (uganda)	Lango (Uganda)
lal	lalia	Lalia
lam	lamba	Lamba
lan	laru	Laru
lao	lao	Lao
lap	laka (chad)	Laka (Chad)
laq	qabiao	Qabiao
lar	larteh	Larteh
las	lama (togo)	Lama (Togo)
lat	latin	Latin
lau	laba	Laba
lav	letton	Letton
law	lauje	Lauje
lax	tiwa	Tiwa
lay	lama bai	Lama Bai
laz	aribwatsa	Aribwatsa
lbb	label	Label
lbc	lakkia	Lakkia
lbe	lak	Lak
lbf	tinani	Tinani
lbg	laopang	Laopang
lbi	la'bi	La'Bi
lbj	ladakhi	Ladakhi
lbk	central bontok	Central Bontok
lbl	libon bikol	Libon Bikol
lbm	lodhi	Lodhi
lbn	rmeet	Rmeet
lbo	laven	Laven
lbq	wampar	Wampar
lbr	lohorung	Lohorung
lbs	libyan sign language	Libyan Sign Language
lbt	lachi	Lachi
lbu	labu	Labu
lbv	lavatbura-lamusong	Lavatbura-Lamusong
lbw	tolaki	Tolaki
lbx	lawangan	Lawangan
lby	lamalama	Lamalama
lbz	lardil	Lardil
lcc	legenyem	Legenyem
lcd	lola	Lola
lce	loncong	Loncong
lcf	lubu	Lubu
lch	luchazi	Luchazi
lcl	lisela	Lisela
lcm	tungag	Tungag
lcp	western lawa	Western Lawa
lcq	luhu	Luhu
lcs	lisabata-nuniali	Lisabata-Nuniali
lda	kla-dan	Kla-Dan
ldb	du~ya	Du~Ya
ldd	luri	Luri
ldg	lenyima	Lenyima
ldh	lamja-dengsa-tola	Lamja-Dengsa-Tola
ldi	laari	Laari
ldj	lemoro	Lemoro
ldk	leelau	Leelau
ldl	kaan	Kaan
ldm	landoma	Landoma
ldn	láadan	Láadan
ldo	loo	Loo
ldp	tso	Tso
ldq	lufu	Lufu
lea	lega-shabunda	Lega-Shabunda
leb	lala-bisa	Lala-Bisa
lec	leco	Leco
led	lendu	Lendu
lee	lyélé	Lyélé
lef	lelemi	Lelemi
leh	lenje	Lenje
lei	lemio	Lemio
lej	lengola	Lengola
lek	leipon	Leipon
lel	lele (democratic republic of congo)	Lele (Democratic Republic Of Congo)
lem	nomaande	Nomaande
len	lenca	Lenca
leo	leti (cameroon)	Leti (Cameroon)
lep	lepcha	Lepcha
leq	lembena	Lembena
ler	lenkau	Lenkau
les	lese	Lese
let	lesing-gelimi	Lesing-Gelimi
leu	kara (papua new guinea)	Kara (Papua New Guinea)
lev	lamma	Lamma
lew	ledo kaili	Ledo Kaili
lex	luang	Luang
ley	lemolang	Lemolang
lez	lezghien	Lezghien
lfa	lefa	Lefa
lfn	lingua franca nova	Lingua Franca Nova
lga	lungga	Lungga
lgb	laghu	Laghu
lgg	lugbara	Lugbara
lgh	laghuu	Laghuu
lgi	lengilu	Lengilu
lgk	lingarak	Lingarak
lgl	wala	Wala
lgm	lega-mwenga	Lega-Mwenga
lgn	t'apo	T'Apo
lgo	lango (south sudan)	Lango (South Sudan)
lgq	logba	Logba
lgr	lengo	Lengo
lgt	pahi	Pahi
lgu	longgu	Longgu
lgz	ligenza	Ligenza
lha	laha (viet nam)	Laha (Viet Nam)
lhh	laha (indonesia)	Laha (Indonesia)
lhi	lahu shi	Lahu Shi
lhl	lahul lohar	Lahul Lohar
lhm	lhomi	Lhomi
lhn	lahanan	Lahanan
lhp	lhokpu	Lhokpu
lhs	mlahsö	Mlahsö
lht	lo-toga	Lo-Toga
lhu	lahu	Lahu
lia	west-central limba	West-Central Limba
lib	likum	Likum
lic	hlai	Hlai
lid	nyindrou	Nyindrou
lie	likila	Likila
lif	limbu	Limbu
lig	ligbi	Ligbi
lih	lihir	Lihir
lij	parlers liguriens	Parlers Liguriens
lik	lika	Lika
lil	lillooet	Lillooet
lim	limbourgeois	Limbourgeois
lin	lingala	Lingala
lio	liki	Liki
lip	sekpele	Sekpele
liq	libido	Libido
lir	liberian english	Liberian English
lis	lisu	Lisu
lit	lituanien	Lituanien
liu	logorik	Logorik
liv	liv	Liv
liw	col	Col
lix	liabuku	Liabuku
liy	banda-bambari	Banda-Bambari
liz	libinza	Libinza
lja	golpa	Golpa
lje	rampi	Rampi
lji	laiyolo	Laiyolo
ljl	li'o	Li'O
ljp	lampung api	Lampung Api
ljw	yirandali	Yirandali
ljx	yuru	Yuru
lka	lakalei	Lakalei
lkb	kabras	Kabras
lkc	kucong	Kucong
lkd	lakondę	Lakondę
lke	kenyi	Kenyi
lkh	lakha	Lakha
lki	laki	Laki
lkj	remun	Remun
lkl	laeko-libuat	Laeko-Libuat
lkm	kalaamaya	Kalaamaya
lkn	lakon	Lakon
lko	khayo	Khayo
lkr	päri	Päri
lks	kisa	Kisa
lkt	lakota	Lakota
lku	kungkari	Kungkari
lky	lokoya	Lokoya
lla	lala-roba	Lala-Roba
llb	lolo	Lolo
llc	lele (guinea)	Lele (Guinea)
lld	ladin	Ladin
lle	lele (papua new guinea)	Lele (Papua New Guinea)
llf	hermit	Hermit
llg	lole	Lole
llh	lamu	Lamu
lli	teke-laali	Teke-Laali
llj	ladji ladji	Ladji Ladji
llk	lelak	Lelak
lll	lilau	Lilau
llm	lasalimu	Lasalimu
lln	lele (chad)	Lele (Chad)
llp	north efate	North Efate
llq	lolak	Lolak
lls	lithuanian sign language	Lithuanian Sign Language
llu	lau	Lau
llx	lauan	Lauan
lma	east limba	East Limba
lmb	merei	Merei
